URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,70.0,36.0,0.3207547139551442,0.059417040325438875,23.958904109589042,22.58433390508862,18.617295205871066,23.958904109589042,395.0,1784.0,1.819325328759291,"{'I': 36, 'us': 44, 'we': 8, 'ours': 1}",4.182174887892376
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,61.0,37.0,0.24489795668471473,0.067867035964081,17.625,13.829787234042554,12.581914893617023,17.625,195.0,1444.0,1.5404255319148936,"{'us': 16, 'my': 1, 'we': 17, 'I': 35, 'ours': 2}",2.8462603878116344
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,64.0,36.0,0.2799999972,0.05913660552386954,19.71764705882353,21.002386634844868,16.28801347746736,19.71764705882353,352.0,1691.0,1.7684964200477327,"{'I': 28, 'us': 48, 'ours': 1, 'we': 9}",3.770549970431697
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,55.0,21.0,0.44736841516620507,0.05886909368019434,17.84722222222222,14.24124513618677,12.835386943363597,17.84722222222222,183.0,1291.0,1.5634241245136187,"{'I': 54, 'us': 24, 'we': 22, 'ours': 1}",2.803253292021689
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,61.0,25.0,0.4186046462952948,0.04971098263022486,21.896103896103895,16.429418742586,15.33020905547596,21.896103896103895,277.0,1730.0,1.6198102016607354,"{'I': 33, 'us': 42, 'we': 20, 'ours': 2}",3.232947976878613
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,47.0,26.0,0.28767122893601055,0.05798252576808377,22.178571428571427,15.217391304347828,14.958385093167704,22.178571428571427,189.0,1259.0,1.5958132045088567,"{'us': 23, 'I': 15, 'we': 23, 'ours': 1, 'my': 4}",3.0706910246227164
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27.0,12.0,0.384615374753452,0.0523489932183235,16.333333333333332,15.782312925170066,12.846258503401359,16.333333333333332,116.0,745.0,1.6040816326530611,"{'I': 11, 'us': 14, 'we': 8}",3.257718120805369
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,37.0,14.0,0.45098038331411017,0.07053941898957203,19.583333333333332,12.056737588652481,12.656028368794326,19.583333333333332,85.0,723.0,1.4893617021276595,"{'us': 17, 'I': 10, 'we': 6}",2.9861687413554634
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,69.0,45.0,0.21052631394275165,0.05207857466784899,26.432098765432098,17.141522652965904,17.429448567359202,26.432098765432098,367.0,2189.0,1.6319476879962633,"{'us': 38, 'I': 85, 'we': 19, 'my': 1, 'ours': 2}",3.0794883508451347
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,46.0,65.0,-0.17117116962908857,0.05826771650484634,20.252747252747252,17.037438958220292,14.91607448438702,20.252747252747252,314.0,1905.0,1.6706456863809007,"{'we': 15, 'us': 45, 'I': 27, 'ours': 1}",3.331233595800525
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,36.0,21.0,0.26315789012003704,0.04918032782641904,20.482142857142858,21.01133391455972,16.59739070868103,20.482142857142858,241.0,1159.0,1.7523975588491718,"{'I': 14, 'we': 11, 'us': 53}",3.7437446074201897
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,35.0,29.0,0.09374999853515628,0.05148833463275274,14.987654320987655,16.639209225700164,12.650745418675129,14.987654320987655,202.0,1243.0,1.6079077429983526,"{'I': 36, 'us': 32, 'we': 10}",3.329042638777152
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,64.0,24.0,0.45454544938016533,0.05204021286100519,27.0327868852459,13.462704669496665,16.198196621897026,27.0327868852459,222.0,1691.0,1.5603395997574288,"{'I': 39, 'we': 20, 'us': 34, 'my': 1, 'ours': 2}",2.798935541099941
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,69.0,22.0,0.5164835108078735,0.05829596408821527,19.29113924050633,17.519685039370078,14.724329711950563,19.29113924050633,267.0,1561.0,1.6568241469816274,"{'I': 48, 'we': 24, 'us': 43, 'my': 1, 'ours': 2}",3.291479820627803
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26.0,0.0,0.9999999615384629,0.050290135299245385,23.045454545454547,20.710059171597635,17.502205486820873,23.045454545454547,105.0,517.0,1.7633136094674555,"{'us': 23, 'I': 10, 'we': 3}",3.876208897485493
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,63.0,35.0,0.2857142827988339,0.0699001426034949,275.8,14.068165337200869,115.94726613488035,275.8,194.0,1402.0,1.5598259608411893,"{'I': 21, 'us': 30, 'we': 17, 'ours': 2, 'my': 1}",2.8937232524964336
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,20.0,0.0,0.9999999500000024,0.02628120890107594,16.733333333333334,18.99070385126162,14.289614873837984,16.733333333333334,143.0,761.0,1.658698539176627,"{'us': 14, 'I': 8, 'we': 8}",3.346911957950066
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15.0,6.0,0.4285714081632663,0.02945301538646141,17.625,22.69503546099291,16.128014184397166,17.625,160.0,713.0,1.7900709219858155,"{'I': 3, 'us': 24, 'we': 10}",3.917251051893408
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0.0,3.0,-0.9999996666667778,0.017964071748718134,27.0,18.51851851851852,18.20740740740741,27.0,30.0,167.0,1.691358024691358,"{'us': 11, 'I': 3, 'we': 2}",2.8922155688622753
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,25.0,69.0,-0.46808510140335,0.06709493214340119,25.036363636363635,15.904139433551197,16.376201227965932,25.036363636363635,219.0,1401.0,1.5969498910675382,"{'I': 9, 'my': 3, 'us': 44, 'we': 13}",3.398286937901499
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17.0,14.0,0.09677419042663901,0.04172274556968675,25.0,17.24137931034483,16.896551724137932,25.0,125.0,743.0,1.6110344827586207,"{'I': 22, 'us': 19, 'we': 8, 'ours': 1}",3.1924629878869446
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57.0,42.0,0.15151514998469545,0.05175117613604225,17.422018348623855,15.745129015271194,13.26685894555802,17.422018348623855,299.0,1913.0,1.583464981569247,"{'I': 31, 'us': 35, 'we': 22}",2.9294302143230526
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,28.0,2.0,0.8666666377777787,0.06355932189923873,19.583333333333332,14.893617021276595,13.790780141843971,19.583333333333332,70.0,472.0,1.6361702127659574,"{'we': 7, 'I': 5, 'us': 2}",3.114406779661017
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4.0,2.0,0.33333327777778704,0.015463917485917739,23.4375,14.133333333333335,15.028333333333334,23.4375,53.0,388.0,1.5946666666666667,"{'us': 11, 'I': 2, 'we': 7}",3.2603092783505154
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,22.0,8.0,0.4666666511111116,0.03886010357660608,24.451612903225808,13.588390501319262,15.216001361818028,24.451612903225808,103.0,772.0,1.5461741424802111,"{'I': 13, 'we': 7, 'my': 1, 'us': 12, 'ours': 2}",2.983160621761658
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,8.0,7.0,0.06666666222222252,0.045592705028593604,27.0,22.839506172839506,19.935802469135805,27.0,74.0,329.0,1.7561728395061729,"{'I': 11, 'us': 7, 'we': 3}",3.68693009118541
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,15.0,9.0,0.24999998958333375,0.06169665793908314,14.407407407407407,13.881748071979436,11.315662191754738,14.407407407407407,54.0,389.0,1.6375321336760926,"{'I': 5, 'us': 7}",3.089974293059126
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5.0,0.0,0.99999980000004,0.03144654068272616,16.1,23.60248447204969,15.880993788819877,16.1,38.0,159.0,1.8385093167701863,"{'us': 5, 'we': 1, 'I': 2}",4.1257861635220126
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0.0,1.0,-0.9999990000010001,0.1428571224489825,8.0,25.0,13.200000000000001,8.0,2.0,7.0,1.875,{},6.428571428571429
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9.0,2.0,0.636363578512402,0.05978260837074669,20.444444444444443,10.869565217391305,12.5256038647343,20.444444444444443,20.0,184.0,1.5217391304347827,"{'us': 5, 'I': 2, 'we': 1}",2.9456521739130435
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,37.0,11.0,0.5416666553819447,0.06966618277261802,21.903225806451612,20.471281296023562,16.94980284099007,21.903225806451612,139.0,689.0,1.784977908689249,"{'I': 7, 'us': 15, 'we': 3}",3.97677793904209
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1.0,7.0,-0.7499999062500118,0.049999999687500005,25.666666666666668,11.03896103896104,14.682251082251083,25.666666666666668,17.0,160.0,1.4285714285714286,"{'we': 5, 'us': 4, 'my': 1, 'I': 1}",2.4875
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,9.0,25.0,-0.47058822145328766,0.08762886575353385,17.454545454545453,13.28125,12.294318181818182,17.454545454545453,51.0,388.0,1.5286458333333333,"{'I': 4, 'ours': 2, 'us': 7, 'we': 6}",2.5463917525773194
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26.0,48.0,-0.29729729327976634,0.042651296805388296,23.06756756756757,21.73403632103105,17.92064155543945,23.06756756756757,371.0,1735.0,1.7410661980082016,"{'we': 36, 'us': 73, 'my': 2, 'I': 13, 'ours': 1}",3.6386167146974064
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,42.0,22.0,0.31249999511718757,0.03630175834582997,25.318840579710145,13.050944476244991,15.347914022382055,25.318840579710145,228.0,1763.0,1.5088723526044647,"{'we': 26, 'us': 33, 'I': 9}",2.7918321043675554
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,38.0,26.0,0.18749999707031256,0.04356705238695231,17.88888888888889,14.285714285714285,12.869841269841272,17.88888888888889,207.0,1469.0,1.5300207039337475,"{'we': 21, 'us': 37, 'I': 13, 'my': 1}",3.079646017699115
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24.0,7.0,0.5483870790842877,0.03550973649998885,13.903225806451612,13.45707656612529,10.944120949030761,13.903225806451612,116.0,873.0,1.5092807424593968,"{'us': 45, 'we': 9, 'I': 8}",2.531500572737686
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,23.0,5.0,0.64285711989796,0.03819918139399839,23.8,9.943977591036415,13.497591036414565,23.8,71.0,733.0,1.403361344537815,"{'we': 7, 'us': 7, 'I': 7}",2.2646657571623465
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,31.0,6.0,0.6756756574141715,0.07805907156527622,29.3125,16.844349680170577,18.462739872068234,29.3125,79.0,474.0,1.535181236673774,"{'us': 11, 'I': 1, 'my': 1, 'we': 9}",2.5949367088607596
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,42.0,15.0,0.47368420221606666,0.03621346884611596,24.41269841269841,18.270481144343304,17.073271822816686,24.41269841269841,281.0,1574.0,1.6866059817945385,"{'we': 25, 'I': 51, 'us': 26}",3.5228716645489198
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,24.0,71.0,-0.49473683689750697,0.09615384605652445,13.685714285714285,12.734864300626306,10.568231434536237,13.685714285714285,122.0,988.0,1.511482254697286,"{'we': 10, 'us': 15, 'I': 14, 'my': 3, 'ours': 2}",2.5961538461538463
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,47.0,22.0,0.36231883532871256,0.06699029119709679,14.73913043478261,10.127826941986234,9.946782950707538,14.73913043478261,103.0,1030.0,1.431661750245821,"{'I': 8, 'my': 5, 'we': 10, 'us': 9, 'ours': 1}",2.595145631067961
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,20.0,28.0,-0.16666666319444454,0.04843592326091229,23.357142857142858,11.11111111111111,13.787301587301588,23.357142857142858,109.0,991.0,1.4617737003058104,"{'us': 22, 'we': 33, 'I': 26, 'my': 1}",3.1029263370332996
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,24.0,24.0,0.0,0.04351767901766303,17.983333333333334,19.369786839666357,14.94124806919988,17.983333333333334,209.0,1103.0,1.7201112140871178,"{'us': 20, 'we': 15, 'I': 14, 'my': 1, 'ours': 1}",3.5222121486854037
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,24.0,80.0,-0.5384615332840237,0.09961685814212944,13.849315068493151,12.957467853610286,10.722713168841375,13.849315068493151,131.0,1044.0,1.52324431256182,"{'we': 12, 'us': 17, 'I': 14, 'my': 3, 'ours': 2}",2.6618773946360155
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,18.0,8.0,0.3846153698224858,0.054621848624744014,23.55,16.560509554140125,16.04420382165605,23.55,78.0,476.0,1.556263269639066,"{'us': 20, 'we': 10, 'I': 3, 'my': 1}",3.0798319327731094
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,8.0,6.0,0.14285713265306196,0.04697986561416152,26.90909090909091,15.202702702702704,16.844717444717446,26.90909090909091,45.0,298.0,1.5912162162162162,"{'I': 6, 'we': 4, 'us': 2}",3.1577181208053693
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,13.0,10.0,0.1304347769376184,0.05077262681948647,26.176470588235293,16.40449438202247,17.03238598810311,26.176470588235293,73.0,453.0,1.6382022471910112,"{'I': 9, 'we': 4, 'us': 8}",3.34878587196468
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,1.0,6.0,-0.7142856122449125,0.02317880787026885,21.071428571428573,14.576271186440678,14.2590799031477,21.071428571428573,43.0,302.0,1.5864406779661018,"{'I': 5, 'us': 22, 'we': 5}",3.301324503311258
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,37.0,12.0,0.5102040712203251,0.01436107854209816,17.446153846153845,11.728395061728394,11.669819563152897,17.446153846153845,399.0,3412.0,1.4071134626690183,"{'I': 34, 'us': 49, 'we': 56, 'ours': 3, 'my': 2}",3.6060961313012894
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,35.0,48.0,-0.15662650413703008,0.04726651477946098,20.89156626506024,15.051903114186851,14.377387751698837,20.89156626506024,261.0,1756.0,1.5968858131487889,"{'I': 27, 'us': 31, 'my': 2, 'we': 27, 'ours': 1}",3.175968109339408
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28.0,61.0,-0.370786512687792,0.05969148218665896,25.310344827586206,21.389645776566756,18.679996241661183,25.310344827586206,314.0,1491.0,1.7561307901907357,"{'us': 28, 'I': 23, 'we': 8, 'ours': 4}",3.8450704225352115
91,https://insights.blackcoffer.com/human-rights-outlook/,3.0,1.0,0.49999987500003124,0.02702702684441198,20.285714285714285,12.676056338028168,13.184708249496982,20.285714285714285,18.0,148.0,1.4225352112676057,"{'I': 1, 'we': 1, 'us': 2}",2.47972972972973
